id,target
571,0.08445
572,0.07946
574,0.09077
575,0.07698
576,0.09648
577,0.09245
578,0.10680
579,0.10617
581,0.08475
587,0.10690
589,0.09630
590,0.10353
591,0.09133
592,0.08327
593,0.09329
594,0.08539
595,0.10906
596,0.09572
597,0.09940
598,0.08888
600,0.09307
602,0.09195
605,0.09195
606,0.10973
607,0.10940
612,0.08281
613,0.10175
614,0.08993
615,0.10313
616,0.09204
617,0.07966
618,0.14617
620,0.07370
621,0.11008
622,0.08548
623,0.10164
628,0.08398
631,0.08864
632,0.08116
633,0.09412
634,0.08053
635,0.07629
637,0.10973
638,0.09911
640,0.11994
643,0.10181
644,0.12181
645,0.09823
646,0.07870
649,0.07838
651,0.11122
653,0.07981
654,0.09921
655,0.10179
656,0.10476
658,0.10596
659,0.08973
661,0.11141
662,0.08460
663,0.10830
664,0.11918
665,0.11185
667,0.10040
668,0.10642
671,0.09756
673,0.10822
674,0.09840
675,0.08451
676,0.08301
677,0.08992
678,0.08341
679,0.09218
680,0.09868
681,0.09724
682,0.10042
683,0.10052
684,0.10399
686,0.08558
687,0.11625
688,0.11088
690,0.08291
691,0.09358
692,0.08378
693,0.09615
694,0.11767
695,0.08438
696,0.09050
698,0.09160
699,0.09538
702,0.10148
703,0.08473
705,0.08417
706,0.08759
707,0.08708
708,0.09866
709,0.12400
710,0.11122
713,0.10594
714,0.08783
715,0.08762
716,0.08299
717,0.10355
718,0.09683
719,0.08043
720,0.11259
721,0.09053
723,0.08324
724,0.11285
726,0.09454
728,0.08066
730,0.10702
732,0.10093
734,0.09720
735,0.10764
737,0.09383
738,0.08849
741,0.07662
742,0.08849
743,0.09914
746,0.08419
747,0.11776
749,0.10347
750,0.11629
752,0.08465
755,0.10348
757,0.08093
758,0.07535
759,0.08940
765,0.10214
766,0.07705
767,0.10728
768,0.07927
769,0.09723
770,0.10585
771,0.08656
772,0.08779
773,0.09550
775,0.09565
776,0.08866
778,0.09505
779,0.09644
780,0.10955
782,0.12179
783,0.10218
784,0.08061
785,0.07999
786,0.11375
788,0.10297
789,0.07915
792,0.10083
793,0.10223
794,0.08899
797,0.09886
798,0.10293
799,0.07930
800,0.11484
801,0.11377
802,0.10279
805,0.09637
807,0.08115
808,0.08024
811,0.11095
813,0.09283
814,0.07588
815,0.09018
816,0.11933
817,0.08504
819,0.10155
821,0.08976
823,0.08308
825,0.10135
826,0.10072
827,0.08166
828,0.09197
830,0.10842
831,0.09957
833,0.10501
834,0.14660
835,0.11878
836,0.08173
837,0.11065
838,0.10434
840,0.10770
842,0.09521
844,0.10122
845,0.12412
847,0.10023
848,0.09673
850,0.07234
851,0.10168
852,0.09906
853,0.10441
855,0.09597
856,0.10153
857,0.08235
859,0.09158
860,0.09217
862,0.09001
863,0.10458
864,0.08741
867,0.10730
868,0.08711
869,0.07533
871,0.10291
873,0.10243
875,0.10904
876,0.09006
877,0.10867
879,0.13823
880,0.10221
883,0.08878
884,0.08179
885,0.09860
886,0.09581
887,0.09234
888,0.07438
891,0.09497
893,0.08629
895,0.11192
897,0.09704
898,0.10979
901,0.10889
902,0.08142
904,0.11242
905,0.10568
907,0.08358
908,0.08605
909,0.09460
910,0.10468
911,0.10268
913,0.08796
914,0.09571
915,0.09539
916,0.08493
917,0.11503
919,0.10486
920,0.09270
923,0.09234
924,0.10487
925,0.10920
926,0.10654
928,0.08091
929,0.09196
932,0.09631
935,0.09801
936,0.11881
937,0.09397
938,0.10665
939,0.08772
940,0.10138
941,0.07217
944,0.09615
945,0.07096
946,0.07335
947,0.07422
949,0.10086
950,0.09108
952,0.09080
953,0.11383
955,0.08465
956,0.08596
957,0.10242
960,0.11766
961,0.07999
962,0.09204
963,0.09890
964,0.08966
967,0.07598
975,0.08827
976,0.09976
977,0.08203
978,0.09947
980,0.10505
985,0.11369
986,0.09455
987,0.08726
989,0.10841
992,0.09220
994,0.09474
995,0.07047
996,0.09646
997,0.10008
998,0.11172
999,0.10912
1000,0.08983
1004,0.07657
1005,0.09975
1006,0.08226
1007,0.11175
1010,0.08960
1011,0.09353
1012,0.09317
1013,0.08614
1014,0.07555
1016,0.11133
1018,0.10304
1019,0.09055
1020,0.09559
1022,0.09882
1023,0.10671
1024,0.09417
1025,0.09886
1029,0.09478
1031,0.09260
1032,0.08081
1033,0.07967
1034,0.08234
1035,0.11811
1036,0.09234
1037,0.08940
1038,0.09622
1039,0.10508
1041,0.09015
1043,0.09260
1049,0.13670
1050,0.10695
1051,0.09876
1052,0.07376
1053,0.09898
1054,0.11564
1056,0.10056
1057,0.12023
1060,0.11593
1061,0.08999
1062,0.09309
1063,0.09641
1064,0.11573
1065,0.08678
1066,0.11320
1068,0.08075
1073,0.11436
1075,0.10786
1079,0.10326
1081,0.09228
1083,0.11356
1085,0.09388
1086,0.10013
1087,0.08948
1088,0.08931
1089,0.12344
1090,0.08413
1091,0.10547
1092,0.09086
1095,0.08216
1098,0.09552
1099,0.08584
1100,0.09304
1101,0.10974
1103,0.10015
1104,0.10757
1106,0.08815
1107,0.09765
1108,0.07891
1109,0.11032
1113,0.07709
1114,0.11816
1116,0.11419
1117,0.09364
1118,0.06764
1119,0.12366
1120,0.09277
1121,0.09939
1122,0.09980
1123,0.09073
1125,0.08772
1126,0.08225
1127,0.09868
1128,0.08687
1129,0.07918
1130,0.09283
1132,0.09339
1133,0.10541
1136,0.08479
1137,0.08917
1140,0.11039
1142,0.09153
1144,0.11400
1145,0.08206
1146,0.10613
1148,0.09925
1150,0.10149
1151,0.08151
1153,0.08746
1154,0.10691
1155,0.07354
1156,0.12604
1157,0.09028
1158,0.09325
1160,0.09709
1161,0.14920
1167,0.11578
1168,0.10318
1170,0.08742
1171,0.10181
1173,0.07825
1174,0.08619
1175,0.09243
1176,0.08800
1177,0.08253
1178,0.13158
1179,0.10950
1180,0.10130
1181,0.07883
1182,0.11030
1183,0.08246
1185,0.10021
1188,0.10039
1189,0.09660
1190,0.11710
1191,0.08655
1192,0.09392
1194,0.09330
1197,0.08640
1198,0.07618
1199,0.08428
1200,0.10042
1203,0.12075
1204,0.09841
1207,0.08859
1208,0.08455
1209,0.10594
1210,0.08582
1211,0.09712
1213,0.08536
1214,0.10442
1215,0.09253
1216,0.10975
1217,0.08313
1218,0.09876
1219,0.10050
1223,0.09545
1225,0.09511
1226,0.10189
1228,0.10270
1229,0.09899
1231,0.10764
1232,0.10537
1233,0.09797
1235,0.07409
1238,0.08942
1239,0.14117
1240,0.10301
1241,0.09142
1242,0.08114
1243,0.09737
1244,0.11008
1246,0.10086
1249,0.08991
1250,0.08656
1252,0.10137
1254,0.07601
1255,0.08560
1256,0.08758
1257,0.08438
1258,0.08965
1259,0.10632
1260,0.09719
1262,0.09818
1263,0.08137
1264,0.10828
1265,0.10396
1266,0.09905
1269,0.11803
1270,0.09107
1271,0.09486
1272,0.09014
1273,0.09775
1274,0.09092
1277,0.06923
1278,0.10215
1281,0.08566
1282,0.09087
1283,0.10716
1284,0.09217
1285,0.11127
1286,0.08730
1289,0.11360
1291,0.07914
1292,0.10723
1293,0.12439
1294,0.10384
1295,0.10626
1297,0.08423
1298,0.09366
1301,0.11095
1304,0.10465
1305,0.08015
1307,0.08808
1308,0.10743
1309,0.10180
1313,0.09216
1314,0.10242
1316,0.09122
1317,0.09593
1318,0.08559
1320,0.09600
1321,0.08700
1322,0.09024
1323,0.10638
1325,0.09384
1330,0.08971
1331,0.07868
1334,0.09338
1337,0.11163
1339,0.08607
1340,0.09473
1341,0.09140
1343,0.10956
1344,0.08427
1347,0.10374
1348,0.08486
1350,0.08900
1351,0.09046
1355,0.10947
1356,0.09284
1357,0.10252
1358,0.08885
1360,0.07817
1363,0.08560
1364,0.09740
1366,0.09986
1367,0.09084
1368,0.09813
1369,0.11310
1370,0.09140
1375,0.07738
1376,0.10349
1378,0.12473
1379,0.11182
1380,0.10228
1384,0.09206
1385,0.09333
1386,0.09378
1388,0.08295
1389,0.08128
1391,0.09285
1392,0.09976
1393,0.09185
1395,0.07892
1396,0.10367
1399,0.10541
1400,0.10346
1401,0.09516
1404,0.08579
1405,0.10370
1406,0.12773
1407,0.12166
1409,0.06859
1411,0.07936
1414,0.10904
1415,0.09291
1416,0.07968
1418,0.10309
1419,0.09669
1420,0.07966
1422,0.11295
1424,0.09003
1426,0.09375
1427,0.08220
1428,0.08481
1429,0.10297
1431,0.08735
1432,0.10120
1434,0.07324
1435,0.07668
1439,0.08059
1440,0.08158
1441,0.11215
1442,0.09245
1446,0.10189
1447,0.10019
1451,0.08826
1452,0.08717
1454,0.12911
1457,0.08014
1458,0.07568
1459,0.10226
1461,0.08909
1462,0.10323
1465,0.12291
1468,0.11049
1470,0.08320
1471,0.10066
1472,0.07949
1476,0.09952
1482,0.08798
1485,0.11962
1486,0.09924
1487,0.08156
1489,0.08461
1492,0.08274
1494,0.10684
1495,0.11495
1497,0.10106
1499,0.09363
1500,0.07558
1501,0.10448
1505,0.11160
1507,0.09255
1509,0.13499
1511,0.08815
1513,0.09078
1514,0.09768
1515,0.09382
1517,0.10396
1520,0.11759
1522,0.07767
1523,0.08652
1524,0.08264
1526,0.11480
1527,0.09996
1528,0.08199
1531,0.09020
1533,0.08824
1534,0.09308
1535,0.08002
1538,0.09958
1541,0.09483
1542,0.12723
1543,0.08816
1546,0.09554
1548,0.11071
1549,0.11040
1550,0.08902
1551,0.08802
1553,0.09945
1558,0.10724
1560,0.08741
1561,0.09410
1562,0.09313
1565,0.07973
1566,0.09912
1567,0.08943
1568,0.10899
1569,0.07999
1570,0.08554
1573,0.08347
1576,0.07534
1577,0.11886
1579,0.08998
1580,0.11580
1581,0.08236
1584,0.12146
1586,0.09078
1587,0.11038
1590,0.10078
1591,0.09342
1594,0.09303
1595,0.09741
1596,0.07843
1601,0.09082
1605,0.09968
1607,0.08760
1608,0.07084
1610,0.10273
1611,0.09561
1612,0.08750
1616,0.08715
1617,0.08828
1618,0.09325
1620,0.11236
1621,0.08739
1623,0.09617
1624,0.09128
1625,0.11041
1626,0.08804
1628,0.09803
1630,0.10655
1632,0.07131
1633,0.08914
1635,0.09228
1637,0.08465
1638,0.10970
1639,0.09994
1640,0.09247
1643,0.07821
1644,0.08374
1645,0.10259
1647,0.08182
1649,0.10749
1651,0.08772
1652,0.08218
1654,0.07947
1655,0.10685
1656,0.11152
1658,0.10202
1660,0.10265
1661,0.09159
1662,0.08639
1663,0.08634
1664,0.08988
1665,0.11228
1668,0.12424
1669,0.07533
1673,0.09422
1674,0.12948
1675,0.09592
1676,0.10201
1677,0.08645
1679,0.07462
1682,0.10954
1683,0.10734
1685,0.10310
1687,0.09051
1689,0.08208
1690,0.10194
1694,0.08652
1696,0.09307
1697,0.08124
1699,0.10437
1700,0.09054
1701,0.10642
1702,0.10552
1704,0.10158
1705,0.09600
1708,0.10949
1710,0.07801
1712,0.11149
1719,0.09905
1720,0.08034
1722,0.08520
1723,0.08939
1724,0.11010
1725,0.09919
1726,0.07969
1727,0.08311
1728,0.09928
1732,0.11617
1733,0.10081
1734,0.09099
1735,0.08336
1739,0.10278
1740,0.07598
1741,0.10244
1742,0.09135
1743,0.09516
1744,0.08509
1746,0.09739
1750,0.11495
1753,0.08016
1755,0.07503
1758,0.08342
1760,0.08740
1763,0.08571
1765,0.08789
1766,0.07133
1769,0.07707
1771,0.09111
1772,0.08915
1775,0.09995
1776,0.09946
1778,0.08302
1780,0.10178
1781,0.10519
1783,0.08919
1785,0.10052
1788,0.09012
1791,0.10478
1793,0.09809
1794,0.08755
1796,0.08624
1797,0.07904
1798,0.07708
1800,0.10535
1803,0.09253
1804,0.11015
1810,0.12009
1812,0.10158
1813,0.08936
1816,0.10189
1817,0.10013
1818,0.09213
1819,0.09188
1820,0.08393
1821,0.09076
1822,0.08823
1823,0.10514
1826,0.09452
1827,0.10375
1828,0.08237
1829,0.09001
1830,0.08796
1831,0.10553
1834,0.09579
1836,0.08265
1839,0.12629
1841,0.09105
1846,0.09090
1847,0.08050
1850,0.12654
1852,0.09061
1853,0.11154
1854,0.11086
1855,0.09132
1857,0.11344
1858,0.11102
1860,0.09414
1863,0.08229
1866,0.10588
1868,0.10094
1869,0.09635
1870,0.10766
1874,0.10312
1875,0.08820
1877,0.09056
1878,0.09441
1879,0.10988
1881,0.10594
1882,0.09320
1885,0.08173
1886,0.10634
1887,0.09783
1888,0.09494
1889,0.08575
1890,0.09926
1891,0.08205
1892,0.09453
1894,0.09883
1895,0.11882
1896,0.10045
1897,0.09111
1898,0.10668
1901,0.09126
1904,0.09944
1905,0.10525
1906,0.08736
1907,0.09847
1908,0.09785
1910,0.08630
1911,0.09690
1914,0.08994
1916,0.08521
1919,0.11956
1920,0.11234
1921,0.09941
1922,0.10094
1923,0.08132
1924,0.09035
1926,0.08799
1928,0.11716
1929,0.09841
1931,0.08659
1932,0.10462
1933,0.08579
1934,0.08176
1935,0.08439
1936,0.13009
1937,0.09416
1939,0.08387
1940,0.10438
1942,0.10191
1944,0.08554
1945,0.10665
1946,0.09593
1947,0.09003
1948,0.07778
1954,0.11271
1955,0.11469
1956,0.09735
1958,0.09606
1961,0.08905
1963,0.08728
1967,0.11164
1968,0.08397
1970,0.09906
1971,0.08942
1973,0.09874
1979,0.10197
1980,0.10344
1982,0.09744
1984,0.08093
1986,0.07824
1987,0.10582
1989,0.13610
1990,0.08556
1991,0.11224
1993,0.07989
1994,0.08421
1995,0.08837
1996,0.08840
1999,0.09698
2001,0.10388
2002,0.09218
2005,0.07411
2006,0.08547
2008,0.08260
2009,0.10242
2011,0.09035
2012,0.10114
2013,0.11992
2015,0.09841
2017,0.09018
2019,0.08346
2020,0.08992
2022,0.07844
2023,0.11159
2024,0.09532
2026,0.08442
2027,0.09348
2028,0.10793
2029,0.08742
2030,0.10627
2032,0.09428
2033,0.12362
2035,0.10746
2036,0.08838
2037,0.08286
2038,0.09402
2039,0.09283
2040,0.09293
2041,0.09462
2042,0.09381
2043,0.09205
2044,0.08403
2046,0.10594
2047,0.08537
2048,0.10502
2049,0.08808
2050,0.09446
2054,0.08880
2061,0.09741
2063,0.07940
2064,0.10540
2065,0.10230
2067,0.09890
2068,0.09766
2069,0.10370
2070,0.09744
2072,0.10103
2073,0.07788
2075,0.09573
2076,0.09173
2077,0.10073
2078,0.09010
2079,0.08709
2081,0.08821
2082,0.10442
2085,0.08103
2086,0.09250
2087,0.09747
2088,0.13060
2089,0.09904
2091,0.09444
2092,0.07569
2093,0.10759
2094,0.10353
2095,0.10165
2096,0.11737
2097,0.09584
2099,0.08478
2100,0.09019
2103,0.10415
2104,0.09177
2105,0.09285
2106,0.09385
2107,0.07814
2110,0.09160
2113,0.09352
2114,0.10373
2115,0.09683
2118,0.08213
2119,0.13005
2120,0.08509
2121,0.09387
2123,0.08966
2124,0.11222
2128,0.10697
2129,0.09040
2131,0.07956
2132,0.09531
2133,0.08297
2134,0.08526
2137,0.09036
2140,0.09973
2141,0.08115
2142,0.08348
2146,0.08349
2148,0.10052
2149,0.11286
2151,0.08540
2152,0.09323
2153,0.09802
2154,0.10875
2155,0.09096
2158,0.09182
2159,0.10649
2160,0.09315
2161,0.07240
2164,0.07492
2166,0.08304
2167,0.07968
2170,0.10368
2171,0.10720
2172,0.09768
2173,0.08266
2175,0.11195
2177,0.09363
2178,0.09021
2179,0.08653
2180,0.08678
2182,0.10112
2183,0.09407
2184,0.09141
2186,0.09157
2187,0.10647
2188,0.10741
2189,0.08851
2191,0.11445
2192,0.08831
2194,0.12720
2196,0.10420
2197,0.12195
2198,0.08809
2199,0.08378
2200,0.09750
2201,0.09732
2202,0.06330
2205,0.09426
2206,0.08833
2207,0.10548
2208,0.10316
2212,0.08926
2215,0.08684
2216,0.07895
2217,0.08492
2218,0.09072
2220,0.09896
2221,0.10869
2223,0.10954
2225,0.07915
2226,0.09679
2231,0.08513
2232,0.08356
2233,0.11369
2234,0.11478
2235,0.09854
2236,0.10201
2237,0.08472
2239,0.07358
2240,0.08708
2242,0.10060
2247,0.08224
2248,0.08832
2250,0.09763
2251,0.08776
2255,0.08322
2257,0.07874
2258,0.10432
2259,0.14504
2260,0.09636
2261,0.09167
2263,0.09513
2265,0.09928
2266,0.07663
2267,0.08124
2268,0.10259
2269,0.09397
2270,0.10943
2271,0.10114
2272,0.08894
2273,0.09145
2275,0.09725
2276,0.10973
2277,0.07455
2278,0.09492
2279,0.08436
2282,0.13091
2285,0.11221
2286,0.09353
2289,0.10919
2294,0.08041
2296,0.09578
2297,0.09732
2299,0.09145
2300,0.08959
2301,0.09309
2302,0.09041
2305,0.11666
2306,0.08955
2307,0.09100
2308,0.09362
2310,0.09407
2312,0.09195
2316,0.10771
2317,0.07073
2319,0.08927
2320,0.08375
2322,0.10989
2323,0.10971
2324,0.10563
2326,0.09405
2327,0.08561
2328,0.11803
2329,0.09480
2331,0.09297
2335,0.08922
2338,0.08615
2339,0.10208
2340,0.09380
2341,0.09441
2342,0.08599
2345,0.09219
2349,0.09147
2350,0.10015
2351,0.10804
2353,0.09377
2354,0.08036
2355,0.09338
2356,0.09354
2357,0.11221
2359,0.07714
2360,0.09303
2361,0.09990
2362,0.10016
2364,0.12608
2366,0.09073
2368,0.12414
2369,0.10548
2370,0.10566
2372,0.08935
2376,0.08278
2381,0.08890
2383,0.07916
2384,0.09785
2385,0.08338
2386,0.08099
2388,0.09281
2390,0.07737
2392,0.08441
2394,0.09685
2395,0.10290
2396,0.08640
2397,0.09828
2399,0.09434
2401,0.09786
2402,0.11261
2403,0.09198
2405,0.10627
2406,0.09890
2407,0.10913
2408,0.09782
2410,0.09887
2412,0.10513
2415,0.07879
2417,0.09161
2418,0.09940
2420,0.13252
2421,0.09722
2425,0.09158
2426,0.10328
2427,0.08403
2428,0.08163
2429,0.11451
2434,0.08851
2435,0.07652
2436,0.09194
2437,0.08937
2438,0.09156
2439,0.11848
2441,0.08736
2443,0.08555
2444,0.10073
2445,0.10298
2446,0.11106
2449,0.10724
2452,0.10209
2453,0.09443
2454,0.09576
2455,0.08348
2456,0.10652
2457,0.09092
2460,0.10720
2461,0.09231
2463,0.10885
2465,0.10669
2466,0.08367
2468,0.10706
2469,0.09576
2471,0.08835
2472,0.09951
2473,0.11784
2474,0.09415
2475,0.10044
2476,0.09509
2477,0.08464
2478,0.08987
2480,0.12332
2483,0.08952
2484,0.07510
2486,0.11603
2488,0.10628
2489,0.08953
2490,0.09038
2495,0.09287
2496,0.08164
2497,0.08786
2498,0.08907
2503,0.09388
2505,0.10994
2506,0.07851
2507,0.08779
2508,0.06642
2509,0.10011
2514,0.08366
2515,0.10294
2521,0.11124
2522,0.08801
2523,0.09177
2524,0.08970
2526,0.09249
2527,0.11171
2529,0.13032
2530,0.09872
2531,0.08316
2532,0.09352
2534,0.09758
2535,0.11289
2536,0.10902
2537,0.12613
2539,0.10216
2542,0.08291
2545,0.13451
2546,0.10113
2548,0.10415
2549,0.10339
2550,0.10974
2552,0.09479
2554,0.10098
2555,0.09749
2558,0.09447
2560,0.09024
2563,0.10066
2564,0.10127
2565,0.10671
2571,0.12477
2574,0.08401
2575,0.09659
2576,0.07706
2577,0.09696
2578,0.10863
2579,0.09871
2581,0.10687
2582,0.10263
2583,0.09085
2585,0.09304
2586,0.08890
2587,0.08272
2591,0.09446
2592,0.10122
2594,0.08506
2595,0.09402
2597,0.09359
2598,0.09833
2599,0.11256
2600,0.10376
2602,0.08513
2603,0.08177
2605,0.09752
2606,0.08985
2607,0.08674
2608,0.08124
2609,0.11283
2610,0.10611
2611,0.08161
2613,0.08926
2615,0.08995
2616,0.09713
2621,0.10253
2623,0.09615
2624,0.07389
2625,0.08848
2626,0.08684
2627,0.11019
2628,0.08696
2629,0.07118
2630,0.08422
2631,0.09802
2633,0.12304
2634,0.10392
2635,0.09490
2636,0.11593
2638,0.08410
2639,0.09180
2640,0.08783
2642,0.11138
2643,0.09496
2646,0.09321
2647,0.08890
2648,0.09759
2649,0.09172
2650,0.07156
2652,0.07601
2654,0.08607
2658,0.07890
2659,0.10443
2660,0.09917
2661,0.08820
2662,0.06833
2663,0.08382
2665,0.09169
2666,0.09563
2667,0.10741
2668,0.09127
2671,0.08730
2673,0.09668
2674,0.09095
2675,0.11624
2676,0.10819
2677,0.09994
2678,0.09229
2681,0.08851
2683,0.10318
2685,0.10229
2687,0.09210
2690,0.08957
2692,0.09473
2693,0.08979
2694,0.12503
2695,0.08974
2696,0.09438
2697,0.08058
2698,0.08162
2699,0.09585
2701,0.07700
2702,0.09942
2703,0.11847
2705,0.09848
2711,0.10229
2715,0.10899
2720,0.10584
2721,0.07635
2722,0.09460
2724,0.09450
2726,0.10295
2729,0.08118
2730,0.09082
2731,0.07041
2732,0.09850
2733,0.11813
2734,0.12503
2736,0.08247
2738,0.09589
2739,0.10526
2740,0.09524
2741,0.09723
2743,0.08993
2746,0.11337
2747,0.10163
2750,0.11591
2751,0.09876
2752,0.09703
2753,0.09090
2755,0.08901
2756,0.11002
2757,0.09123
2761,0.08924
2763,0.08600
2764,0.08677
2765,0.10530
2767,0.10462
2769,0.10046
2772,0.10240
2774,0.11764
2776,0.09522
2777,0.10547
2778,0.08621
2782,0.09797
2783,0.09027
2786,0.07762
2790,0.08017
2791,0.08081
2792,0.11193
2793,0.09129
2794,0.09395
2795,0.07888
2796,0.08827
2797,0.08667
2800,0.08803
2801,0.07378
2802,0.08949
2804,0.10421
2805,0.08470
2807,0.08917
2808,0.11966
2811,0.09975
2812,0.09990
2813,0.08913
2814,0.10304
2815,0.09015
2817,0.09126
2819,0.09373
2821,0.09677
2825,0.11630
2828,0.09981
2829,0.09411
2831,0.09313
2832,0.09204
2834,0.08137
2835,0.10284
2836,0.09939
2837,0.08267
2838,0.08487
2840,0.08119
2841,0.08041
2842,0.09077
2843,0.07306
2845,0.08501
2847,0.10902
2848,0.10404
2850,0.11831
2851,0.08396
2854,0.09181
2856,0.10034
2857,0.09906
2858,0.10245
2859,0.08054
2862,0.09181
2864,0.10279
2865,0.08849
2866,0.08290
2867,0.10271
2868,0.11228
2869,0.09810
2871,0.10764
2872,0.08319
2873,0.08340
2874,0.10040
2875,0.08853
2878,0.08440
2882,0.09230
2883,0.11272
2886,0.10671
2887,0.08488
2888,0.07945
2889,0.11529
2892,0.09903
2893,0.08393
2895,0.09382
2897,0.09512
2898,0.11697
2899,0.09850
2903,0.07821
2906,0.09769
2907,0.09907
2909,0.08416
2913,0.09328
2915,0.13674
2916,0.10807
2917,0.10082
2918,0.11980
2921,0.08652
2924,0.10387
2925,0.08947
2928,0.10475
2929,0.07329
2931,0.07798
2932,0.09904
2934,0.09196
2936,0.12385
2937,0.10590
2939,0.09021
2940,0.08861
2941,0.08255
2942,0.09416
2943,0.08160
2946,0.08604
2947,0.11456
2949,0.08324
2952,0.07875
2953,0.08840
2954,0.08624
2956,0.09477
2960,0.10555
2962,0.08464
2964,0.10318
2965,0.08511
2966,0.09868
2967,0.09087
2968,0.09771
2971,0.08032
2972,0.10517
2973,0.09095
2975,0.09112
2976,0.07744
2977,0.10970
